3153,14-04-2014,frozen vegetables
3511,07-06-2015,specialty cheese
1457,15-04-2014,long life bakery product
4835,09-12-2015,root vegetables
2128,10-08-2015,soda
3496,11-08-2014,salt
3651,09-09-2014,spread cheese
4728,06-09-2015,other vegetables
2415,25-06-2014,candy
3730,03-02-2014,pork
3096,23-06-2015,yogurt
1375,11-10-2015,newspapers
2439,16-02-2014,packaged fruit/vegetables
2086,18-06-2014,liquor
3416,15-11-2015,canned vegetables
2804,05-07-2014,brown bread
2856,21-08-2015,meat
4700,04-03-2015,sausage
3057,16-07-2014,soda
1750,08-02-2015,soda
4742,05-04-2015,oil
3956,15-08-2014,margarine
2363,03-12-2014,red/blush wine
3760,03-11-2015,other vegetables
2779,17-10-2015,shopping bags
1207,28-04-2014,shopping bags
4079,17-08-2015,frankfurter
1493,06-03-2014,organic sausage
2294,22-06-2015,tropical fruit
3782,21-09-2014,shopping bags
2430,20-01-2015,specialty bar
2525,24-05-2015,baking powder
3915,09-08-2014,ham
2555,26-11-2014,whipped/sour cream
3783,17-02-2015,canned beer
2795,06-05-2015,citrus fruit
1776,25-02-2015,UHT-milk
1857,10-09-2015,pork
3699,14-08-2014,bottled water
4258,24-06-2014,frozen meals
2563,03-08-2015,detergent
3897,09-12-2014,seasonal products
3108,25-03-2014,bottled beer
1991,22-10-2015,chicken
2316,18-02-2014,rice
2512,19-01-2015,domestic eggs
1885,03-07-2015,butter milk
4755,27-12-2015,canned beer
1009,24-01-2014,canned fish
4648,03-10-2014,flour
2613,03-02-2015,yogurt
1252,13-04-2015,turkey
2854,13-02-2014,napkins
2641,01-03-2015,fruit/vegetable juice
1222,24-09-2015,onions
1755,19-01-2014,soda
2578,01-12-2015,curd
4486,09-11-2015,canned beer
1309,20-04-2014,whipped/sour cream
4812,27-05-2015,margarine
4233,18-08-2014,pork
1719,14-11-2014,whole milk
2355,15-01-2014,yogurt
4060,11-12-2015,canned beer
3380,16-02-2015,herbs
4031,03-01-2015,frankfurter
1427,10-01-2015,soda
3276,30-06-2015,root vegetables
2756,31-07-2015,processed cheese
2839,29-06-2014,beef
1849,25-06-2015,soda
4489,19-11-2015,curd
4747,08-06-2015,root vegetables
2952,12-01-2014,newspapers
3180,09-11-2014,whole milk
4509,06-06-2014,fruit/vegetable juice
1923,20-11-2014,cream cheese 
4289,08-10-2015,other vegetables
2654,08-08-2014,other vegetables
2869,10-12-2015,beef
3863,05-04-2014,beverages
3369,22-02-2015,newspapers
2997,30-12-2015,shopping bags
4688,08-05-2015,chicken
1074,29-01-2014,candy
2448,08-06-2015,other vegetables
3663,16-06-2014,hygiene articles
4624,21-08-2014,fruit/vegetable juice
2938,06-06-2015,whipped/sour cream
4781,18-05-2014,beverages
1116,11-08-2014,zwieback
4853,17-09-2015,pip fruit
4251,02-07-2014,whole milk
1729,15-12-2015,pet care
4969,06-12-2014,pip fruit
4093,08-09-2014,citrus fruit
1609,03-05-2015,napkins
2657,21-05-2015,bottled beer
3132,29-08-2015,UHT-milk
4169,24-11-2015,whole milk
2393,17-04-2015,frozen dessert
2556,28-08-2015,pastry
3101,21-01-2015,chicken
3327,13-10-2014,bottled water
3483,15-01-2015,chicken
4305,02-09-2014,tropical fruit
1599,20-04-2015,semi-finished bread
2707,05-05-2015,chicken
3360,30-08-2014,soda
3459,04-12-2014,processed cheese
4197,13-05-2015,cream
2685,12-04-2014,soda
3677,30-11-2015,napkins
4412,20-12-2015,napkins
4380,13-11-2014,UHT-milk
1264,11-12-2014,tropical fruit
1877,16-06-2014,cake bar
1062,16-04-2015,long life bakery product
4283,04-04-2014,candy
4434,30-01-2014,domestic eggs
3507,22-07-2015,other vegetables
3792,30-07-2014,whipped/sour cream
4691,08-01-2015,soda
2502,18-06-2014,bottled beer
3523,01-04-2015,chocolate
1723,02-09-2014,citrus fruit
2500,05-01-2015,onions
3620,18-06-2015,tropical fruit
1883,05-11-2015,whole milk
4229,20-08-2015,pastry
1176,21-11-2014,frozen potato products
4931,28-08-2014,yogurt
3558,03-04-2015,citrus fruit
4825,17-01-2015,bottled water
2337,04-03-2014,rum
4519,02-09-2015,sausage
3776,02-07-2014,whole milk
3719,03-09-2015,meat
4152,21-12-2014,hamburger meat
2406,07-12-2015,sausage
4125,03-06-2014,rolls/buns
4632,09-03-2015,onions
4852,29-06-2015,frankfurter
1428,28-05-2014,other vegetables
1281,28-07-2014,hamburger meat
2627,31-10-2015,rolls/buns
2433,23-08-2015,vinegar
3232,01-07-2014,dessert
4903,08-12-2015,salty snack
3602,27-10-2014,whole milk
3821,03-01-2015,ham
3839,21-06-2014,whole milk
2534,14-06-2014,Instant food products
3036,12-07-2015,beverages
4636,26-03-2014,citrus fruit
2667,16-06-2015,shopping bags
2437,15-11-2015,napkins
4915,09-01-2014,sliced cheese
4864,14-11-2015,pip fruit
2433,14-03-2015,processed cheese
1163,14-12-2015,newspapers
3084,12-08-2015,chicken
2174,05-01-2014,domestic eggs
3699,12-12-2015,pastry
1086,26-09-2014,canned beer
2440,28-01-2014,domestic eggs
1567,13-03-2015,frankfurter
3786,02-04-2014,berries
3925,25-03-2015,root vegetables
3117,30-09-2015,pork
2547,24-11-2015,soda
4058,07-02-2014,flour
4939,29-06-2015,hygiene articles
4727,11-04-2015,yogurt
2561,19-04-2014,whole milk
1285,21-06-2014,butter
1436,01-03-2015,chocolate marshmallow
1806,06-07-2015,beverages
1555,27-03-2015,liquor (appetizer)
2862,09-12-2014,soda
2494,05-05-2015,newspapers
4018,28-02-2014,whipped/sour cream
1287,08-11-2014,flower (seeds)
4769,10-07-2014,soda
1119,04-02-2015,grapes
4663,18-04-2014,whole milk
2763,18-05-2014,rolls/buns
1468,09-10-2015,other vegetables
3957,20-07-2014,curd
2746,17-01-2014,brown bread
3015,10-10-2015,coffee
4653,05-09-2014,fruit/vegetable juice
2300,28-04-2015,hygiene articles
3595,15-10-2015,zwieback
1223,20-09-2014,flour
3830,12-10-2014,ice cream
2148,13-01-2014,canned beer
1232,21-01-2015,bottled beer
1854,11-03-2014,bottled water
3589,05-10-2015,tropical fruit
2885,26-12-2014,butter
3221,13-01-2015,bottled beer
3342,22-06-2015,sausage
1834,17-09-2015,frankfurter
1378,10-12-2014,soft cheese
3869,01-08-2015,herbs
2535,10-11-2015,frankfurter
3321,13-07-2015,coffee
1630,22-10-2014,rolls/buns
3180,03-07-2015,margarine
3076,08-12-2015,butter milk
1064,03-09-2014,whole milk
4384,25-05-2015,citrus fruit
4199,04-08-2015,soda
1832,17-04-2015,tropical fruit
1736,15-07-2014,butter
2809,10-04-2015,whole milk
1330,18-05-2015,soda
1634,10-02-2014,herbs
2470,12-12-2014,beverages
4187,09-05-2015,pork
4566,16-09-2014,shopping bags
2083,28-03-2015,bottled water
1283,15-03-2015,cream cheese 
4104,01-01-2015,dessert
4116,01-05-2015,soda
4788,17-02-2014,other vegetables
3819,12-04-2015,beverages
4304,18-07-2014,shopping bags
4153,14-02-2014,sausage
1685,18-10-2014,whole milk
4712,14-12-2014,other vegetables
1205,14-03-2015,yogurt
4600,14-07-2015,whipped/sour cream
1937,19-01-2015,pip fruit
2330,08-10-2014,whole milk
2945,19-07-2015,chicken
2290,23-12-2014,chocolate
3168,26-03-2014,sugar
2769,24-08-2014,roll products 
1848,06-07-2015,whole milk
4501,01-10-2014,brown bread
2042,10-09-2014,other vegetables
1967,03-09-2015,onions
1998,18-05-2015,rolls/buns
4456,08-08-2015,bottled water
1798,01-01-2015,beef
2944,01-02-2015,sausage
1444,14-10-2015,hamburger meat
4819,20-09-2015,bottled water
1219,02-10-2014,canned beer
3724,26-11-2015,curd
3980,16-09-2015,pastry
2077,07-05-2015,butter
1916,16-11-2015,fruit/vegetable juice
3915,05-12-2014,pip fruit
3743,06-01-2014,soda
1462,18-01-2014,sugar
2022,28-03-2014,curd cheese
3550,17-04-2014,butter
3111,31-01-2015,chocolate
1151,17-09-2015,pip fruit
1648,13-02-2014,red/blush wine
3115,18-07-2014,sugar
1353,09-02-2015,salty snack
1919,18-08-2015,soda
4766,29-09-2015,bottled beer
2800,21-06-2015,sugar
1567,13-03-2015,whole milk
4284,18-06-2014,whole milk
4663,13-03-2014,coffee
2946,07-10-2015,pip fruit
3848,18-11-2015,shopping bags
2982,25-06-2015,frankfurter
2718,11-08-2014,margarine
1161,26-01-2014,newspapers
3094,28-06-2015,frankfurter
3678,07-07-2014,hygiene articles
4473,26-06-2015,cat food
2799,02-09-2015,sugar
1010,05-03-2014,pip fruit
1535,08-06-2014,whole milk
4107,05-02-2015,mustard
3720,28-05-2015,sausage
2736,10-06-2014,semi-finished bread
2663,20-01-2014,canned beer
2805,18-04-2015,pastry
4030,29-05-2014,margarine
2789,12-07-2014,sugar
2307,12-03-2015,root vegetables
4686,12-11-2015,yogurt
4355,13-03-2015,long life bakery product
2957,19-09-2015,bottled beer
3354,14-01-2015,pastry
1408,09-01-2014,hamburger meat
4396,12-06-2015,salt
2266,30-08-2014,other vegetables
4898,10-09-2014,margarine
3717,30-05-2015,hamburger meat
1410,06-01-2014,sausage
2674,03-09-2014,chewing gum
3462,11-10-2014,bottled water
2973,26-10-2014,beverages
1055,25-05-2015,bottled water
4996,24-11-2015,rolls/buns
4251,17-01-2015,pork
3896,06-04-2014,salty snack
1262,12-07-2014,organic sausage
2996,30-08-2014,house keeping products
3508,10-03-2014,root vegetables
1363,16-06-2015,whole milk
3842,01-07-2015,beef
2394,24-02-2014,coffee
3540,05-03-2015,pip fruit
2735,01-06-2015,yogurt
1214,08-07-2014,syrup
2261,04-04-2015,frankfurter
4491,18-09-2014,tropical fruit
3060,18-08-2014,butter
3452,01-11-2015,berries
4542,11-10-2014,margarine
1305,26-07-2014,spread cheese
2111,25-02-2015,cream cheese 
3500,21-04-2015,domestic eggs
1430,17-12-2015,other vegetables
4328,21-07-2015,beef
2996,26-09-2015,dishes
4030,15-08-2015,pastry
3980,16-09-2015,canned fish
1895,06-04-2014,canned beer
1460,24-06-2015,bottled water
1939,30-10-2015,sliced cheese
1111,24-10-2014,flour
3075,15-10-2015,semi-finished bread
4626,23-03-2014,potato products
2175,06-03-2015,other vegetables
4627,22-02-2014,specialty chocolate
3502,09-09-2014,artif. sweetener
2588,07-01-2014,whole milk
1421,30-08-2014,soda
3268,13-07-2015,specialty cheese
4708,20-03-2015,sausage
1085,15-08-2015,root vegetables
4790,07-09-2014,frozen vegetables
2584,02-04-2014,curd
2164,16-06-2014,UHT-milk
3962,28-05-2015,coffee
4448,11-06-2014,curd
1377,14-03-2015,curd cheese
4326,21-01-2015,whole milk
3911,15-02-2015,frankfurter
3627,06-07-2014,brandy
2645,23-10-2014,soda
2788,03-09-2015,onions
4949,18-08-2015,frozen fish
1870,09-09-2015,pork
1431,13-10-2014,whipped/sour cream
1763,13-09-2015,domestic eggs
2990,31-05-2014,cream cheese 
3807,26-10-2015,pork
2936,08-06-2015,domestic eggs
1983,06-07-2015,berries
2269,26-05-2014,bottled water
1028,24-04-2014,onions
1235,14-06-2014,bottled beer
1248,15-12-2015,frankfurter
1711,22-11-2015,yogurt
2579,25-10-2014,liquor
1961,21-06-2015,dish cleaner
3894,25-01-2015,root vegetables
3180,04-05-2015,zwieback
4441,05-05-2015,grapes
1482,22-10-2014,brown bread
4757,16-06-2015,pip fruit
3554,23-07-2015,citrus fruit
4487,18-08-2014,spread cheese
1465,26-06-2015,sausage
4303,23-08-2015,other vegetables
2941,23-02-2015,brown bread
2510,29-09-2015,chocolate
2489,10-06-2014,shopping bags
1477,21-11-2014,meat
4431,21-08-2015,soda
3612,16-02-2014,seasonal products
3653,12-09-2015,detergent
1335,03-01-2014,waffles
1472,19-09-2015,root vegetables
3717,01-04-2015,rolls/buns
3651,24-01-2015,pet care
2908,27-04-2014,rolls/buns
2733,05-05-2014,whole milk
1277,07-06-2015,white bread
4035,14-07-2014,sugar
4272,10-05-2014,soda
3809,11-05-2014,whole milk
2157,02-06-2014,dishes
1280,17-04-2014,ice cream
3337,10-06-2015,whole milk
2502,07-02-2015,instant coffee
1787,31-10-2015,finished products
2017,23-12-2014,bottled beer
1970,11-06-2014,ham
4206,27-11-2014,fruit/vegetable juice
1913,31-08-2014,pork
4025,04-11-2015,shopping bags
4819,20-08-2014,pip fruit
4592,08-12-2015,oil
3963,01-06-2014,domestic eggs
4291,29-07-2015,citrus fruit
2675,15-09-2015,rolls/buns
3678,23-01-2014,specialty bar
2237,01-01-2014,Instant food products
2694,21-11-2015,tropical fruit
1296,20-08-2015,meat
1883,08-06-2014,pork
2754,04-06-2014,detergent
3322,13-08-2014,rolls/buns
1563,11-03-2014,citrus fruit
1943,14-01-2015,whole milk
1832,21-08-2014,whole milk
4781,18-05-2014,sugar
3959,12-04-2015,popcorn
1595,26-01-2014,yogurt
3878,27-11-2014,rolls/buns
4638,19-02-2014,root vegetables
4645,06-12-2015,bottled beer
4766,03-01-2015,shopping bags
2194,09-01-2015,UHT-milk
3571,03-02-2014,dish cleaner
2928,11-02-2015,pork
2873,09-10-2014,cake bar
1103,28-07-2014,tea
3524,01-08-2014,semi-finished bread
2253,16-12-2014,root vegetables
3113,18-06-2015,tropical fruit
3801,17-08-2015,tropical fruit
2868,04-03-2014,oil
2346,05-08-2015,meat
2359,28-08-2015,margarine
3961,05-03-2015,finished products
2957,19-09-2015,UHT-milk
3062,01-08-2015,rolls/buns
1138,02-09-2015,whole milk
4472,11-10-2014,cake bar
3596,21-01-2014,curd cheese
3793,15-04-2015,whole milk
2097,01-10-2015,chicken
4890,22-04-2015,other vegetables
4584,25-10-2015,yogurt
3335,05-09-2014,light bulbs
2323,06-09-2014,napkins
3212,18-04-2015,whole milk
3095,13-10-2015,bottled beer
2408,02-08-2014,shopping bags
1960,09-01-2015,rolls/buns
3882,19-10-2015,UHT-milk
1545,17-10-2015,whole milk
2843,14-12-2015,whole milk
2895,14-08-2015,hamburger meat
1353,27-12-2014,cooking chocolate
4464,26-08-2014,candy
4988,04-10-2015,canned beer
1807,20-08-2014,popcorn
2314,09-02-2014,whole milk
3878,28-07-2015,pork
3335,05-09-2014,fruit/vegetable juice
4623,25-06-2014,frozen vegetables
1110,20-11-2015,whole milk
1540,23-02-2015,berries
3657,04-09-2014,curd
3387,22-09-2014,fruit/vegetable juice
1980,17-07-2014,chocolate marshmallow
1656,14-02-2015,rolls/buns
1547,07-07-2014,onions
2170,18-06-2015,ham
1998,10-11-2014,whipped/sour cream
3913,21-03-2015,pastry
2604,26-01-2015,citrus fruit
4325,14-10-2015,yogurt
1780,12-07-2015,specialty bar
2235,10-10-2014,dish cleaner
3015,10-10-2015,sausage
2365,21-06-2015,other vegetables
1913,18-08-2015,pork
4691,12-10-2015,frozen chicken
1539,07-04-2015,frankfurter
2937,10-01-2014,rolls/buns
4977,19-04-2015,rolls/buns
2372,03-09-2015,soda
2723,27-10-2014,citrus fruit
1703,21-02-2015,canned beer
2680,11-08-2015,sweet spreads
3247,13-01-2015,rolls/buns
1798,15-12-2014,frozen fish
3219,21-01-2014,shopping bags
3275,18-06-2015,frankfurter
4874,21-02-2014,bottled water
3752,20-08-2015,whole milk
3911,15-02-2015,whipped/sour cream
3544,13-07-2014,house keeping products
4314,29-04-2015,finished products
2730,17-03-2014,rolls/buns
1157,04-10-2014,UHT-milk
2147,15-09-2014,canned vegetables
1269,24-04-2014,root vegetables
1859,12-04-2015,canned beer
4951,09-01-2015,whole milk
2381,07-05-2014,whole milk
2445,31-05-2014,ice cream
1195,28-09-2015,whole milk
3416,13-07-2014,chicken
4871,07-07-2014,canned beer
2508,27-12-2015,soda
2100,05-07-2015,ice cream
1772,09-04-2014,make up remover
1136,15-07-2014,root vegetables
1354,01-12-2015,whole milk
4473,03-06-2014,other vegetables
3002,22-01-2015,white bread
1620,22-03-2015,napkins
2011,20-01-2014,fruit/vegetable juice
2155,03-06-2014,pip fruit
1367,05-08-2015,other vegetables
4995,16-03-2014,rice
2901,09-08-2014,curd
2809,01-04-2014,berries
1774,10-08-2014,cereals
2056,26-12-2014,citrus fruit
1885,11-03-2014,other vegetables
2247,31-05-2015,canned beer
1144,15-10-2015,root vegetables
1410,23-05-2014,condensed milk
1838,14-06-2014,ice cream
1760,28-07-2014,cream cheese 
4813,04-08-2015,citrus fruit
2808,02-09-2014,rolls/buns
3039,15-10-2014,canned beer
1674,04-12-2015,beverages
2186,01-07-2015,frankfurter
4022,10-07-2014,UHT-milk
2676,07-04-2015,liver loaf
2086,02-06-2015,frozen vegetables
3544,03-09-2014,dessert
2522,17-07-2014,pastry
4695,05-01-2015,shopping bags
1136,15-06-2015,citrus fruit
3139,06-11-2014,chicken
3194,02-02-2014,frozen vegetables
4223,15-06-2015,liver loaf
4585,16-07-2015,beverages
4394,18-07-2014,cream cheese 
3214,27-03-2015,brown bread
4972,04-08-2014,sausage
1092,09-10-2015,bottled beer
2274,22-02-2014,rolls/buns
4809,13-04-2015,zwieback
2715,08-01-2015,male cosmetics
2952,11-08-2015,citrus fruit
3947,05-12-2014,cocoa drinks
2045,07-12-2015,grapes
2817,25-09-2014,beverages
3204,25-02-2015,curd
4541,18-04-2015,coffee
4243,29-12-2014,whipped/sour cream
1811,16-08-2014,long life bakery product
4162,16-08-2014,whole milk
1513,12-11-2015,sausage
1693,09-02-2014,rolls/buns
2167,18-10-2015,tropical fruit
3973,28-06-2014,pickled vegetables
3368,21-08-2014,cream cheese 
2616,09-04-2014,soda
1798,22-06-2014,male cosmetics
3692,01-02-2014,misc. beverages
3221,01-04-2015,beef
1892,24-04-2015,yogurt
1479,14-05-2015,brown bread
2510,23-06-2014,long life bakery product
4235,18-09-2014,shopping bags
1608,06-08-2015,canned beer
2747,24-09-2014,yogurt
1360,16-12-2015,citrus fruit
2271,04-08-2015,whole milk
2265,25-09-2015,dish cleaner
2440,08-06-2015,frozen meals
1199,10-12-2015,canned vegetables
2210,25-09-2015,domestic eggs
2298,06-10-2015,beef
4233,18-01-2014,chicken
2635,11-06-2015,rolls/buns
1532,20-06-2015,citrus fruit
2348,22-11-2014,pastry
2435,29-09-2015,whole milk
3050,21-06-2015,pickled vegetables
2890,26-04-2015,newspapers
3159,18-04-2014,pip fruit
2450,29-11-2014,meat
4119,09-05-2015,whole milk
2341,23-03-2014,roll products 
2254,24-01-2015,pork
3463,09-05-2015,shopping bags
2883,12-10-2015,whipped/sour cream
3584,20-07-2014,frozen fish
3971,17-06-2015,domestic eggs
3709,08-08-2015,long life bakery product
3086,02-01-2015,whole milk
1933,21-10-2014,tropical fruit
3312,29-07-2015,meat
4717,10-04-2015,shopping bags
4652,26-08-2014,yogurt
3084,19-04-2015,hamburger meat
1001,12-12-2014,soda
1286,08-03-2015,herbs
1452,21-05-2015,whole milk
1485,15-05-2015,packaged fruit/vegetables
3329,09-11-2014,frozen vegetables
1498,29-10-2014,baking powder
2831,30-05-2014,sliced cheese
2485,18-05-2015,other vegetables
4094,21-10-2014,fruit/vegetable juice
4190,24-12-2015,fruit/vegetable juice
3013,25-03-2014,whole milk
1168,31-10-2014,herbs
2684,11-01-2015,rolls/buns
3077,29-05-2015,bottled water
4330,24-09-2014,other vegetables
3544,04-04-2015,canned beer
1486,14-12-2015,other vegetables
3832,12-01-2014,specialty bar
4124,25-12-2014,chicken
4814,26-08-2014,grapes
2587,07-05-2015,tropical fruit
2129,05-09-2014,condensed milk
3920,17-02-2014,soda
3683,04-12-2015,pork
2869,08-11-2014,cream cheese 
3642,08-11-2014,pork
2226,20-02-2015,curd
1330,18-05-2015,chicken
4338,24-03-2015,pickled vegetables
2051,14-11-2015,beef
1488,21-06-2015,grapes
3502,12-07-2014,whole milk
3786,21-10-2014,brown bread
3515,31-05-2014,canned beer
2087,09-04-2015,whole milk
2285,16-12-2015,canned beer
3456,24-12-2014,hygiene articles
2508,27-12-2015,cleaner
3543,25-02-2015,pastry
3194,26-07-2014,canned beer
1811,16-08-2014,bottled beer
1604,11-11-2015,fruit/vegetable juice
3393,02-07-2014,frozen potato products
3394,22-11-2014,yogurt
4295,26-10-2015,fruit/vegetable juice
3911,05-03-2015,specialty cheese
4877,06-11-2015,other vegetables
4364,01-02-2014,yogurt
2181,05-04-2014,soda
4299,19-01-2014,tidbits
1761,26-02-2014,dish cleaner
1141,02-12-2014,whole milk
1205,12-08-2014,curd
2863,12-03-2014,bottled beer
4336,25-09-2015,prosecco
1572,14-07-2015,whipped/sour cream
2817,22-12-2015,male cosmetics
2690,01-05-2015,white wine
3688,23-10-2015,yogurt
1949,18-10-2014,semi-finished bread
3229,25-03-2015,white bread
2454,10-11-2015,fruit/vegetable juice
3428,05-03-2014,curd
2569,16-07-2015,cream cheese 
3140,15-12-2014,chicken
1366,25-10-2015,coffee
1062,08-05-2014,white bread
2868,20-03-2015,pork
2899,24-11-2015,rolls/buns
4455,09-10-2014,margarine
3738,01-04-2015,whole milk
1930,07-07-2014,finished products
3649,23-09-2014,pip fruit
3962,13-12-2014,white bread
2465,27-12-2015,detergent
4692,27-10-2015,root vegetables
1083,06-02-2015,sliced cheese
2550,27-02-2014,whole milk
4130,04-03-2014,soft cheese
2313,02-05-2014,dishes
2537,07-05-2015,sausage
2560,26-11-2015,root vegetables
2073,18-06-2015,frankfurter
1366,19-02-2014,canned beer
4573,11-03-2014,sliced cheese
1287,08-07-2014,other vegetables
3481,03-08-2015,rolls/buns
3524,27-03-2014,citrus fruit
4836,13-11-2015,zwieback
2964,11-08-2015,tropical fruit
2780,11-10-2015,whole milk
3487,22-05-2014,frozen vegetables
4510,04-12-2014,other vegetables
2164,19-11-2014,whole milk
1353,09-02-2015,instant coffee
1738,15-07-2014,brown bread
1032,15-06-2015,white bread
3635,23-12-2014,pasta
2841,20-12-2015,domestic eggs
3552,16-06-2015,margarine
2547,09-03-2014,rolls/buns
2600,28-01-2015,frozen vegetables
4035,14-07-2014,butter
2234,29-07-2015,pastry
4047,04-04-2014,yogurt
2738,03-02-2015,whole milk
3051,25-05-2014,salty snack
4526,21-08-2015,frankfurter
3294,26-02-2014,pickled vegetables
1404,28-09-2014,photo/film
4811,12-09-2014,bottled water
1887,24-05-2014,oil
4969,07-01-2014,butter milk
2997,10-02-2015,specialty chocolate
1444,30-04-2014,yogurt
4178,22-01-2015,baking powder
4671,13-08-2014,soda
3289,01-03-2015,tropical fruit
2055,04-02-2015,newspapers
4768,13-03-2015,hamburger meat
4417,25-02-2015,sugar
3728,15-03-2015,rolls/buns
1162,28-03-2014,fruit/vegetable juice
4068,29-06-2014,canned beer
4799,28-06-2014,other vegetables
1327,04-07-2015,chicken
1776,15-04-2015,bottled water
4001,30-03-2015,butter
2512,02-09-2015,coffee
4915,28-06-2014,whole milk
4403,20-09-2015,other vegetables
1774,15-09-2014,newspapers
2616,09-04-2014,candy
4721,15-06-2015,canned beer
3481,30-05-2014,yogurt
2294,04-07-2014,pip fruit
3896,10-09-2015,sausage
4842,30-06-2014,other vegetables
2518,03-05-2015,pork
4976,17-07-2015,bottled water
1171,04-09-2014,pasta
1133,26-03-2015,pork
4038,08-07-2015,newspapers
4945,02-08-2015,other vegetables
1004,19-08-2014,whole milk
3790,26-07-2015,sausage
1395,11-06-2015,soda
4074,27-05-2015,cream cheese 
1048,18-10-2015,rolls/buns
3532,17-08-2014,canned vegetables
3897,23-08-2015,baking powder
4033,06-06-2015,root vegetables
1366,25-10-2015,bottled water
4758,08-05-2014,pip fruit
4745,14-08-2014,pip fruit
1454,22-10-2015,flour
3095,26-11-2014,soda
3899,22-04-2015,whole milk
3194,02-02-2014,tropical fruit
2816,22-08-2015,grapes
1153,26-10-2015,soft cheese
1489,06-01-2014,brown bread
3699,14-08-2014,root vegetables
3957,01-09-2014,newspapers
4187,19-04-2014,pip fruit
1410,08-11-2015,soda
3572,09-07-2015,specialty chocolate
1035,15-08-2014,salt
1265,01-02-2014,other vegetables
1659,30-11-2015,whole milk
4975,23-04-2015,other vegetables
2079,19-07-2015,whole milk
1251,26-11-2015,fruit/vegetable juice
3246,21-05-2014,rolls/buns
2271,16-07-2014,chicken
2017,19-02-2015,white wine
3587,18-02-2014,soda
3905,09-06-2014,bottled beer
2033,05-04-2014,sweet spreads
1753,26-02-2015,other vegetables
3011,29-08-2014,sugar
4142,17-11-2015,beverages
1360,17-06-2014,curd
1147,01-05-2014,whole milk
1613,03-08-2015,canned vegetables
3518,08-02-2014,whole milk
1460,24-06-2015,tropical fruit
3207,24-04-2014,yogurt
2692,09-10-2015,butter milk
2758,18-05-2014,frozen meals
4020,01-12-2014,frozen potato products
4924,14-09-2015,rolls/buns
2232,06-05-2015,citrus fruit
2362,23-11-2015,brown bread
1330,11-02-2014,curd
1489,07-03-2015,dessert
3599,08-01-2015,citrus fruit
2746,20-04-2014,dishes
1807,18-12-2015,frankfurter
4368,29-01-2015,bottled water
3228,26-01-2015,other vegetables
3437,02-02-2015,berries
2590,03-09-2014,soda
4456,17-04-2015,other vegetables
2602,11-12-2015,soups
3316,07-01-2015,cream cheese 
2084,15-08-2015,root vegetables
4913,01-08-2015,brown bread
4761,23-05-2014,ketchup
1275,04-06-2015,curd
4681,13-01-2014,bottled water
4941,13-08-2014,meat
4417,19-03-2015,chicken
4144,06-11-2015,waffles
3641,02-04-2014,white bread
2266,30-09-2015,yogurt
4722,08-07-2014,skin care
2583,26-03-2015,pip fruit
1927,15-05-2015,oil
4453,02-08-2015,frozen vegetables
4303,08-04-2015,canned beer
3085,11-07-2015,whole milk
4049,06-07-2014,frankfurter
4372,30-07-2015,other vegetables
4044,01-12-2015,frankfurter
2022,05-02-2015,rolls/buns
1118,13-05-2015,house keeping products
1418,02-12-2014,cake bar
2258,21-01-2014,butter
1216,04-03-2015,turkey
1514,24-08-2015,whole milk
3867,24-07-2014,napkins
1353,21-01-2015,meat
3829,25-06-2015,tropical fruit
3923,19-12-2014,bottled water
3728,04-10-2015,berries
2194,09-01-2015,napkins
3104,13-05-2015,whole milk
2240,20-09-2015,chocolate
4471,13-04-2014,pet care
2555,23-12-2015,liver loaf
4401,30-04-2014,butter
1863,04-08-2015,UHT-milk
3193,25-10-2014,frozen meals
3325,07-11-2015,newspapers
3063,28-12-2015,processed cheese
2309,29-12-2015,whole milk
2158,23-06-2014,pot plants
4727,11-04-2015,rolls/buns
4688,01-08-2015,sausage
2005,22-11-2014,brown bread
2824,07-12-2015,pork
4556,04-11-2014,other vegetables
3878,30-04-2015,bottled beer
1153,26-10-2015,frankfurter
4679,18-09-2014,detergent
2829,29-10-2015,pip fruit
1566,30-04-2015,ketchup
2641,20-07-2014,soda
2658,28-09-2014,rolls/buns
1651,28-07-2015,chicken
2277,13-03-2014,other vegetables
4705,12-04-2014,female sanitary products
4720,12-02-2015,curd
3186,24-04-2014,long life bakery product
2404,02-06-2015,soda
1872,05-04-2015,whole milk
3296,06-06-2015,organic sausage
1381,01-01-2014,soda
4258,18-07-2015,frankfurter
4066,07-08-2014,citrus fruit
1326,07-02-2015,cereals
4479,02-07-2014,brown bread
2745,27-04-2014,root vegetables
4224,29-01-2015,chicken
1486,30-11-2014,soft cheese
3062,09-07-2014,bottled water
1327,18-07-2014,other vegetables
3683,10-06-2015,ice cream
4372,30-07-2015,pip fruit
4853,17-09-2015,frozen vegetables
3443,04-04-2015,curd
3897,04-11-2014,canned beer
1763,13-09-2015,hard cheese
4489,24-05-2014,curd
2553,21-06-2015,pip fruit
3549,29-07-2014,berries
1054,04-10-2015,frankfurter
1168,11-02-2015,chocolate
3651,24-01-2015,other vegetables
4555,09-07-2015,citrus fruit
1500,26-09-2014,pasta
2662,03-02-2014,soda
3559,02-07-2015,shopping bags
1623,18-01-2015,ham
4939,17-09-2014,brown bread
4284,14-10-2015,coffee
1157,21-03-2014,frozen meals
3263,30-06-2014,sugar
1280,17-04-2014,spices
1202,22-07-2015,semi-finished bread
1569,09-03-2014,other vegetables
